134015,Condominium,Entire home/apt,1,2,4,3,300
134193,House,Entire home/apt,1.5,3,4,12,550
137129,House,Entire home/apt,3.5,4,7,3,594
137546,House,Private room,1,1,30,3,102
137672,Apartment,Entire home/apt,1.5,1,30,8,150
138592,House,Entire home/apt,2,4,6,8,1200
138619,Apartment,Entire home/apt,1,1,30,11,150
138772,House,Private room,1,1,5,2,150
140568,Apartment,Private room,1.5,1,2,7,90
142177,Condominium,Entire home/apt,1,2,4,1,399
144978,Apartment,Private room,null,1,30,11,56
147443,Apartment,Entire home/apt,1.5,2,30,8,230
148559,Apartment,Entire home/apt,1,2,5,1,275
148627,Apartment,Entire home/apt,1,1,60,7,165
148769,Apartment,Entire home/apt,1,1,30,10,115
150347,Apartment,Entire home/apt,1,2,30,12,148
150848,Townhouse,Private room,1,1,3,10,75
162934,Apartment,Entire home/apt,1,1,1,12,149
164207,House,Private room,1,1,5,9,69
166199,Guesthouse,Entire home/apt,1,1,30,3,220
166771,Apartment,Entire home/apt,1,1,30,3,185
175090,Apartment,Entire home/apt,1,0,30,11,110
175102,Apartment,Entire home/apt,1,0,30,8,135
176274,House,Private room,1,1,30,7,37
177137,Apartment,Entire home/apt,1,2,30,15,135
183859,Apartment,Entire home/apt,1,2,3,3,220
187730,Apartment,Private room,2,1,29,2,75
189068,Apartment,Private room,1.5,1,2,12,90
189894,Apartment,Entire home/apt,1,1,5,9,150
191632,Guest suite,Entire home/apt,1,1,2,13,138
199480,Apartment,Private room,1.5,1,6,8,80
201313,Condominium,Entire home/apt,1,1,30,15,182
201579,Apartment,Entire home/apt,1.5,1,30,14,136
206566,House,Shared room,2.5,1,30,1,30
206634,House,Shared room,2.5,1,30,7,30
206637,House,Shared room,2.5,1,30,7,30
207980,House,Entire home/apt,1,3,2,15,295
208727,Apartment,Private room,2.5,1,30,6,79
208831,Guest suite,Entire home/apt,1,1,3,3,165
209514,House,Private room,2,1,1,12,92
212265,Condominium,Entire home/apt,2,2,5,14,178
212783,House,Private room,2,1,1,15,98
213532,House,Private room,2,1,1,11,78
213854,Apartment,Entire home/apt,2,3,30,12,325
216042,House,Entire home/apt,1,1,5,12,147
216064,House,Private room,2,1,2,1,75
217106,Apartment,Entire home/apt,1,0,30,14,110
220418,House,Private room,2,1,1,12,78
221342,Condominium,Private room,2.5,1,2,14,139
224579,House,Entire home/apt,1,1,2,12,145
225933,Apartment,Private room,1,1,3,3,99
226594,Apartment,Private room,0.5,1,1,9,120
229240,Hostel,Shared room,null,1,1,8,45
229319,Apartment,Entire home/apt,1,1,30,2,135
231129,Townhouse,Entire home/apt,4,4,2,2,989
231752,Apartment,Entire home/apt,1,1,30,14,250
232060,Guest suite,Entire home/apt,1,1,30,3,99
238190,Condominium,Private room,1,1,2,4,99
238204,Guest suite,Entire home/apt,1,1,3,3,135
241235,Hostel,Shared room,0,1,1,15,45
242008,Apartment,Entire home/apt,1,1,3,7,160
244361,Apartment,Entire home/apt,1,2,30,3,135
245339,Condominium,Entire home/apt,1,1,30,11,136
252867,Condominium,Entire home/apt,1,3,6,11,280
256148,Condominium,Private room,1,1,1,15,139
256176,Guest suite,Private room,1,1,2,2,100
258873,Apartment,Private room,1,1,2,12,89
259621,Hostel,Shared room,null,1,1,7,45
259622,Hostel,Shared room,null,1,1,13,45
259919,Apartment,Entire home/apt,1,1,30,9,114
261358,Condominium,Entire home/apt,1,0,30,11,138
269371,Apartment,Private room,1.5,1,2,11,115
269463,Apartment,Entire home/apt,1,1,2,11,250
271602,Condominium,Entire home/apt,1,1,30,9,133
271647,Apartment,Shared room,1.5,1,30,15,35
273530,Condominium,Entire home/apt,2,2,4,14,325
274334,House,Private room,1,1,3,4,89
276072,Apartment,Private room,1,1,2,3,97
277339,Guest suite,Entire home/apt,1,1,3,5,110
279184,Apartment,Entire home/apt,2,3,3,1,575
280549,House,Private room,1.5,3,1,8,250
284117,Guesthouse,Entire home/apt,1,1,30,11,105
285499,Condominium,Entire home/apt,2,2,30,6,210
286311,Condominium,Entire home/apt,2,3,4,12,475
287907,House,Entire home/apt,2,2,3,10,300
288213,Apartment,Entire home/apt,1,1,2,10,190
292723,House,Private room,1,1,30,9,45
295240,Apartment,Entire home/apt,1,1,2,4,299
295565,House,Private room,1,1,30,5,30
306504,Apartment,Entire home/apt,1,1,5,15,225
307837,House,Entire home/apt,1,1,7,6,159
308885,Apartment,Entire home/apt,1,1,30,6,125
314248,House,Entire home/apt,2.5,3,7,14,325
314368,Condominium,Entire home/apt,1,2,1,6,600
317121,Apartment,Entire home/apt,1,0,30,1,90
323635,House,Private room,0.5,1,2,13,48
325478,Apartment,Entire home/apt,1,2,4,10,365
326650,Apartment,Entire home/apt,1,1,30,5,139
329020,Loft,Entire home/apt,1,1,30,5,250
330535,Apartment,Entire home/apt,1,3,30,12,189
330736,House,Entire home/apt,1,1,3,12,298
334339,Cottage,Private room,1,1,3,12,99
334886,Condominium,Private room,1,1,60,5,165
338849,Apartment,Private room,1,1,30,9,99
342420,House,Entire home/apt,2,4,4,5,595
344621,House,Private room,1,1,1,5,95
345760,Apartment,Private room,1,1,1,1,119
348580,Condominium,Entire home/apt,1,1,2,5,160
348714,Guest suite,Entire home/apt,1,1,3,7,190
350479,House,Private room,1,1,30,8,83
351881,Apartment,Private room,1,1,2,7,125
351950,House,Private room,1,1,30,4,40
351978,House,Private room,1,1,30,13,45
352165,Apartment,Entire home/apt,1,1,2,7,115
353292,Condominium,Private room,1,1,4,6,90
361230,Apartment,Entire home/apt,1,2,30,12,270
364023,Apartment,Private room,1,1,30,9,85
364397,Apartment,Private room,1.5,1,2,11,95
366541,Apartment,Entire home/apt,2,2,30,6,500
374997,Apartment,Entire home/apt,1,3,3,5,549
377452,House,Entire home/apt,1,1,31,1,200
377569,House,Private room,1,1,3,14,70
379255,House,Entire home/apt,3.5,4,5,2,672
379349,Guest suite,Entire home/apt,1,1,3,15,130
379418,House,Entire home/apt,2.5,3,4,10,390
381217,House,Private room,1,1,3,15,102
392543,Guest suite,Entire home/apt,1,1,4,14,250
394575,Apartment,Entire home/apt,1,0,6,13,149
400433,Apartment,Entire home/apt,2,2,2,7,355
408471,House,Entire home/apt,3,3,2,11,700
409549,Condominium,Entire home/apt,1.5,2,3,4,169
409560,House,Private room,1.5,1,30,3,60
413663,Apartment,Entire home/apt,2,2,30,1,189
415498,Apartment,Entire home/apt,1,1,30,1,130
420160,Apartment,Private room,1,1,3,3,99
423063,Condominium,Entire home/apt,1,1,3,15,289
423300,Guest suite,Entire home/apt,1,1,30,4,119
424846,House,Private room,1.5,1,2,6,132
430692,Apartment,Private room,null,1,31,3,68
431632,Apartment,Entire home/apt,1,1,3,6,140
431862,Apartment,Entire home/apt,1,null,30,8,124
435389,House,Shared room,2.5,1,30,3,30
435390,House,Shared room,2.5,1,30,5,30
435391,House,Shared room,2.5,1,30,8,30
437385,Condominium,Private room,2,1,2,4,128
438940,Apartment,Private room,1.5,1,2,13,116
438967,Condominium,Private room,1.5,1,1,2,109
439703,Condominium,Entire home/apt,1.5,4,1,8,350
442349,Apartment,Entire home/apt,1,1,30,4,250
442397,House,Entire home/apt,2,2,4,6,324
444675,Apartment,Entire home/apt,2,3,30,8,190
450992,Apartment,Entire home/apt,1,1,30,2,110
455783,Apartment,Private room,1.5,1,30,6,57
456568,House,Private room,3,1,1,5,89
457862,House,Entire home/apt,1.5,3,3,14,425
457986,Condominium,Entire home/apt,2,2,6,14,225
459990,Serviced apartment,Hotel room,1,0,30,9,148
465723,Apartment,Entire home/apt,1,1,2,11,160
467507,Guest suite,Entire home/apt,1,1,3,9,145
468490,Condominium,Entire home/apt,2.5,4,1,4,490
468751,Apartment,Entire home/apt,1,2,3,9,280
470686,Condominium,Private room,1,1,1,12,125
472901,Apartment,Entire home/apt,1,0,31,7,170
474001,House,Shared room,2.5,1,30,12,30
474107,House,Private room,1,3,2,5,90
479072,Guest suite,Entire home/apt,1,0,1,8,199
479415,House,Entire home/apt,2,3,3,3,230
482592,House,Entire home/apt,1.5,4,2,15,675
485286,Apartment,Entire home/apt,1,2,2,8,195
487019,Apartment,Entire home/apt,2,3,4,4,205
487499,Apartment,Entire home/apt,1,1,30,8,125
488297,Condominium,Private room,2,3,3,8,399
491867,Condominium,Entire home/apt,2,3,3,9,375
491874,Condominium,Private room,1,1,3,1,130
493889,Apartment,Entire home/apt,1,1,4,13,225
494111,Apartment,Entire home/apt,1,1,3,8,130
496226,Apartment,Entire home/apt,1,1,30,5,170
499096,Apartment,Entire home/apt,1,1,3,3,100
501057,House,Entire home/apt,1.5,2,3,9,295
501770,Apartment,Entire home/apt,1,1,30,10,220
503362,Apartment,Entire home/apt,2,2,30,8,350
504146,Condominium,Entire home/apt,1,0,2,8,280
505530,House,Entire home/apt,2,4,30,11,275
505763,Apartment,Entire home/apt,1,1,365,14,200
515260,House,Entire home/apt,1,2,3,1,260
515524,Apartment,Entire home/apt,1,1,30,15,90
516836,House,Private room,2,1,3,6,135
517803,Bungalow,Entire home/apt,1.5,2,5,15,550
519796,Apartment,Entire home/apt,1,1,31,3,126
522089,Apartment,Entire home/apt,1,3,3,4,495
522273,Apartment,Private room,1.5,1,30,3,70
527226,House,Private room,1,1,30,2,95
530857,House,Private room,1.5,1,7,4,100
531151,House,Entire home/apt,2.5,4,4,6,449
533193,House,Private room,1,1,30,3,43
533627,House,Entire home/apt,3,3,4,8,650
545585,Apartment,Private room,1,1,30,4,140
545685,Guest suite,Entire home/apt,1,1,1,9,79
548232,Condominium,Entire home/apt,1,3,4,3,1195
555596,Guest suite,Entire home/apt,1,1,5,12,129
560440,Apartment,Entire home/apt,1,2,5,1,220
561148,House,Entire home/apt,2,3,3,13,450
561602,House,Private room,1,2,4,13,105
562311,Apartment,Private room,2,2,4,5,103
562593,Apartment,Entire home/apt,1,1,4,12,200
567239,House,Private room,1,1,2,6,95
568161,House,Private room,1,1,2,2,68
571042,Townhouse,Entire home/apt,2.5,3,4,15,460
575551,Apartment,Private room,1,1,3,5,129
576018,House,Entire home/apt,2.5,4,2,7,1000
578097,Condominium,Entire home/apt,1,2,3,15,280
580106,Apartment,Private room,1,1,2,5,93
581216,Apartment,Entire home/apt,1,3,3,4,139
582335,House,Entire home/apt,3.5,4,4,10,1049
585225,Apartment,Entire home/apt,1,1,2,5,99
585326,Guest suite,Entire home/apt,1,1,1,2,69
587375,House,Entire home/apt,1,2,2,7,400
589676,House,Private room,1,1,2,15,105
589767,Apartment,Entire home/apt,1,2,5,6,295
591524,House,Entire home/apt,1,1,3,11,195
592883,House,Private room,1,1,30,9,98
593165,Apartment,Entire home/apt,1,1,30,2,121
593253,Condominium,Private room,1.5,1,2,7,95
596042,Apartment,Private room,null,1,30,6,63
598271,House,Private room,2,1,3,10,125
598579,Apartment,Entire home/apt,1,1,30,10,105
602036,Condominium,Entire home/apt,1,3,30,6,350
602535,House,Entire home/apt,2,3,5,6,975
604221,Apartment,Entire home/apt,1,2,30,13,100
604843,Apartment,Private room,1.5,1,31,1,72
604999,Apartment,Shared room,1,1,30,2,79
607500,House,Entire home/apt,2.5,3,3,2,375
616204,Apartment,Entire home/apt,1,3,7,2,450
616517,Loft,Entire home/apt,1,1,30,6,279
626349,Condominium,Entire home/apt,1,1,30,13,123
627358,Apartment,Private room,1,1,30,5,125
631635,Condominium,Entire home/apt,1,1,30,9,201
631658,House,Private room,2,2,3,11,280
631735,House,Private room,1,1,31,11,50
632303,Apartment,Entire home/apt,1,1,30,12,95
633629,Apartment,Private room,1,1,30,11,79
640352,Loft,Entire home/apt,1,1,1,11,975
640605,Apartment,Entire home/apt,1,1,30,3,145
640895,Apartment,Entire home/apt,1.5,4,4,5,500
642672,Apartment,Entire home/apt,1,1,60,1,178
643918,Apartment,Private room,1,1,30,9,130
644091,Condominium,Entire home/apt,1,1,3,9,350
647360,Apartment,Entire home/apt,1,1,1,12,250
648086,House,Private room,1,1,3,15,79
651624,House,Private room,1,1,2,14,85
654279,House,Private room,1,1,3,8,90
654860,House,Entire home/apt,3.5,5,30,2,475
655326,Apartment,Entire home/apt,2,2,30,3,199
657121,Condominium,Entire home/apt,2.5,3,2,9,949
662754,Apartment,Entire home/apt,1.5,2,9,2,282
663623,Apartment,Entire home/apt,1.5,2,4,3,240
664307,Guest suite,Private room,1,1,2,14,85
664315,House,Entire home/apt,2,3,7,12,450
677207,House,Entire home/apt,3,3,3,4,395
678556,Apartment,Entire home/apt,1,1,3,6,135
680288,Guest suite,Entire home/apt,1,1,2,11,150
686677,Apartment,Shared room,1.5,1,30,3,67
687430,House,Private room,3,1,30,8,35
691023,House,Entire home/apt,2.5,3,4,12,450
699723,Apartment,Entire home/apt,2,2,4,11,395
713877,Guest suite,Entire home/apt,1,1,1,11,145
715543,Loft,Entire home/apt,1.5,2,30,6,180
715754,Condominium,Entire home/apt,1,1,30,11,160
719431,Guest suite,Entire home/apt,1,1,4,9,79
720811,Apartment,Entire home/apt,1,1,3,14,135
725300,House,Private room,2,2,30,13,379
726657,Condominium,Entire home/apt,2,2,4,11,322
727866,Guest suite,Entire home/apt,1,1,1,7,153
727969,Apartment,Entire home/apt,1,1,30,12,170
728486,Loft,Entire home/apt,1.5,1,30,15,175
728585,Guest suite,Entire home/apt,1,1,3,12,139
728884,House,Entire home/apt,1,2,30,2,275
732779,House,Entire home/apt,2,3,5,14,520
734801,Loft,Entire home/apt,1,1,30,9,162
734839,Apartment,Entire home/apt,1,2,30,1,185
738493,Apartment,Private room,0.5,1,2,1,178
738547,Apartment,Entire home/apt,1,2,3,6,395
741327,Apartment,Entire home/apt,1,1,30,3,123
746079,Condominium,Private room,1.5,1,1,7,115
748222,Apartment,Private room,1,1,1,7,120
748256,Apartment,Private room,1,1,1,10,120
749744,Condominium,Entire home/apt,1,1,30,10,175
749990,Apartment,Entire home/apt,1,1,30,1,225
752607,House,Entire home/apt,1,3,3,14,350
754117,Apartment,Entire home/apt,1,1,30,12,152
758815,Apartment,Entire home/apt,1,1,30,9,135
760794,House,Entire home/apt,1.5,2,14,15,250
765914,Loft,Entire home/apt,1.5,1,7,2,399
766516,House,Entire home/apt,1,2,30,5,144
767506,House,Entire home/apt,2,3,2,7,410
769734,Cottage,Private room,1,1,2,10,80
770991,Guest suite,Entire home/apt,1,1,3,10,139
774323,Condominium,Private room,1,1,2,13,140
776239,House,Entire home/apt,2,3,4,9,645
778520,Apartment,Private room,1,1,4,7,129
779109,Townhouse,Private room,1,1,1,1,160
781945,Apartment,Entire home/apt,2,2,183,15,250
782126,House,Private room,1.5,1,1,15,50
783135,Apartment,Entire home/apt,1,1,5,7,160
783821,Apartment,Entire home/apt,1,1,30,12,250
785901,Hostel,Shared room,null,1,1,12,45
786492,Hostel,Shared room,null,1,1,9,45
786506,Hostel,Shared room,null,1,1,8,45
794626,Apartment,Entire home/apt,1,1,2,2,120
795254,Guest suite,Entire home/apt,1,1,3,15,150
797887,Apartment,Private room,1,1,30,1,57
802559,Bungalow,Entire home/apt,1,2,4,12,180
802839,Apartment,Entire home/apt,1,3,3,9,300
806199,Loft,Entire home/apt,1.5,1,3,13,325
808660,Apartment,Entire home/apt,1,2,30,2,130
808919,Condominium,Private room,1.5,1,3,5,110
810315,Apartment,Private room,1,1,30,11,70
811374,Apartment,Entire home/apt,1,1,30,15,105
815183,Bungalow,Private room,1,1,30,7,40
819856,Condominium,Entire home/apt,2,2,30,10,289
819863,Apartment,Entire home/apt,1,1,1,4,135
829185,House,Entire home/apt,1.5,2,3,1,699
830330,Apartment,Entire home/apt,1,1,3,5,135
830576,Apartment,Entire home/apt,1,1,200,2,175
830997,Apartment,Entire home/apt,1,1,30,1,200
833149,Bungalow,Entire home/apt,1,1,30,3,125
837045,Apartment,Entire home/apt,1,2,2,4,249
837490,Apartment,Private room,1,2,31,11,300
840986,Apartment,Entire home/apt,1,1,2,15,145
842269,House,Shared room,2.5,1,30,8,30
845480,House,Private room,1.5,3,3,11,70
845501,House,Private room,2,3,3,14,65
845502,House,Entire home/apt,1.5,2,7,1,875
848578,House,Private room,1,1,3,3,70
851889,Loft,Entire home/apt,1,1,3,15,300
856123,Condominium,Private room,1,1,1,11,168
859310,Apartment,Private room,1,1,31,7,135
859336,Apartment,Private room,1,1,2,10,109
862201,Apartment,Entire home/apt,1,0,30,4,179
863987,Condominium,Entire home/apt,1,1,30,5,141
865873,Apartment,Entire home/apt,1,2,30,2,375
867499,House,Private room,1.5,1,4,1,150
867530,Guesthouse,Entire home/apt,1,0,30,8,95
867555,Townhouse,Entire home/apt,1.5,2,5,14,549
870532,Apartment,Entire home/apt,1,2,30,2,145
870705,Apartment,Entire home/apt,2,2,3,5,360
872206,House,Private room,6.5,1,32,10,64
872246,Apartment,Entire home/apt,2,2,180,15,205
873705,House,Entire home/apt,2,4,2,4,425
878935,Apartment,Entire home/apt,1,2,30,8,190
881105,Apartment,Entire home/apt,1.5,1,3,2,475
883937,Apartment,Entire home/apt,1,1,4,10,175
884770,Apartment,Private room,1,1,1,15,123
890875,Apartment,Entire home/apt,1,2,2,5,269
900393,Condominium,Entire home/apt,1,2,30,8,295
900569,Guest suite,Private room,1,1,30,6,79
900941,Apartment,Entire home/apt,1,1,90,8,545
902377,Apartment,Private room,1,1,30,4,55
902435,Condominium,Entire home/apt,1,1,30,3,199
905399,Apartment,Private room,1,1,5,4,85
905902,Apartment,Entire home/apt,1,2,30,8,185
909063,Apartment,Private room,1,1,4,2,93
911029,Condominium,Entire home/apt,2,2,30,3,150
915058,House,Entire home/apt,2,4,2,11,859
918341,House,Entire home/apt,1,1,1,15,240
923807,Apartment,Private room,3,1,30,3,57
929468,Loft,Entire home/apt,1,1,5,3,175
930955,Condominium,Entire home/apt,2,3,30,5,400
931313,Apartment,Entire home/apt,1,1,30,13,101
932481,House,Entire home/apt,2.5,3,5,12,990
934012,Apartment,Entire home/apt,1,1,30,3,115
936209,Apartment,Private room,0,1,2,3,250
937842,Apartment,Private room,1.5,1,1,3,100
938330,Apartment,Entire home/apt,1,1,30,6,130
943851,Apartment,Entire home/apt,1.5,2,30,7,136
945748,Apartment,Entire home/apt,1,1,2,3,275
950094,House,Private room,1,1,30,5,79
955071,Apartment,Private room,1,1,30,12,55
958507,House,Entire home/apt,1,3,31,7,220
961900,Loft,Entire home/apt,2,1,30,12,179
964751,Guest suite,Entire home/apt,1,1,30,6,140
964952,Condominium,Entire home/apt,2,3,5,2,600
968046,Condominium,Private room,1,1,2,8,105
968308,Condominium,Private room,1,1,30,6,175
968852,Apartment,Entire home/apt,1,1,1,6,360
971069,Apartment,Private room,1,1,30,11,99
971116,House,Private room,1,1,2,5,115
975482,Serviced apartment,Hotel room,2,2,30,6,300
980783,Apartment,Entire home/apt,1,1,30,4,181
982298,House,Entire home/apt,2,4,3,11,495
983739,Townhouse,Private room,1,1,30,1,75
991765,House,Entire home/apt,2,3,4,7,250
992676,Guest suite,Entire home/apt,1,1,1,12,135
992913,Apartment,Private room,1,1,2,4,79
997382,House,Private room,2,1,1,4,53
1001415,Apartment,Entire home/apt,1,1,4,3,325
1001422,Apartment,Entire home/apt,1,1,31,3,200
1001759,Apartment,Private room,1,1,30,7,99
1003756,Condominium,Entire home/apt,1.5,2,3,1,272
1005642,Apartment,Private room,1,1,2,13,115
1007157,House,Entire home/apt,1,4,30,10,230
1011292,House,Entire home/apt,2,2,120,4,250
1011751,House,Private room,3,1,2,14,50
1015336,House,Entire home/apt,2,3,30,6,775
1016604,House,Entire home/apt,2,3,4,5,399
1017799,Apartment,Private room,1,1,1,4,75
1018426,Loft,Shared room,1,1,30,13,311
1023586,Apartment,Private room,1,1,1,8,65
1029621,Condominium,Entire home/apt,1.5,2,3,14,310
1030352,Apartment,Entire home/apt,1,2,30,13,259
1031899,Apartment,Entire home/apt,null,1,30,9,127
1033754,House,Entire home/apt,2,3,1,8,300
1036860,Apartment,Entire home/apt,1,2,2,3,298
1037251,Apartment,Entire home/apt,1,1,30,2,140
1038324,Apartment,Private room,1.5,1,30,2,93
1043282,House,Private room,1,1,1,13,111
1053666,Guest suite,Entire home/apt,1,1,31,1,180
1056006,Condominium,Entire home/apt,2,3,30,15,255
1056844,Loft,Shared room,1.5,1,2,11,74
1059961,Apartment,Shared room,1,1,58,4,5000
1069167,Guest suite,Private room,1,1,1,10,76
1076743,Condominium,Entire home/apt,1,2,2,5,575
1077444,Bed and breakfast,Private room,1,1,2,3,120
1080408,House,Private room,1,1,1,5,90
1080980,Loft,Entire home/apt,2,2,1,14,595
1083810,House,Private room,2,1,3,2,188
1084068,Loft,Entire home/apt,1.5,1,365,4,180
1087427,House,Private room,1,1,7,10,68
1094207,Apartment,Entire home/apt,1,1,30,1,100
1098003,House,Entire home/apt,3,3,3,2,500
1103797,Apartment,Entire home/apt,2,3,2,7,500
1104362,Guest suite,Entire home/apt,1,1,30,7,192
1104912,Apartment,Entire home/apt,1,1,2,3,159
1106534,Guesthouse,Entire home/apt,1,2,30,15,250
1107014,House,Entire home/apt,3,4,2,8,950
1109534,Condominium,Entire home/apt,2,3,2,14,500
1110001,House,Entire home/apt,1,1,30,2,175
1110346,Condominium,Private room,1,1,2,11,128
1110787,Apartment,Entire home/apt,1,1,30,5,149
1117813,House,Entire home/apt,1,2,30,2,150
1121697,Apartment,Entire home/apt,1.5,5,30,3,500
1123125,House,Private room,1.5,1,2,12,120
1125079,House,Private room,3,1,2,2,45
1125115,House,Private room,3,1,2,9,40
1130628,Apartment,Private room,1,1,30,12,79
1133372,Condominium,Entire home/apt,1,3,2,11,138
1135632,Apartment,Private room,1,1,3,1,150
1138420,Apartment,Entire home/apt,1,1,30,9,225
